name,family,category,size,seed,paradigm,solver,status,proved_optimal,objective,runtime_s,memory_peak_mb,best_at_10s,best_at_30s,best_at_60s,timeout_s
B_config_8_0,config,B,8,0,milp,scip,OPTIMAL,True,48,0.0024,0.0,48,48,48,20.0
B_config_8_0,config,B,8,0,cp,gecode,OPTIMAL,True,48,0.118,14.95,48,48,48,20.0
B_config_8_0,config,B,8,0,cp,cpsat,OPTIMAL,True,48,0.0014,119.1,48,48,48,20.0
B_config_15_0,config,B,15,0,omt,z3,OPTIMAL,True,92,0.0653,1.43,92,92,92,20.0
B_config_15_0,config,B,15,0,omt,optimathsat,OPTIMAL,True,92,0.119,6.52,92,92,92,20.0
B_config_15_0,config,B,15,0,milp,cbc,OPTIMAL,True,92,0.0819,126.55,92,92,92,20.0
B_config_15_0,config,B,15,0,milp,highs,OPTIMAL,True,92,0.0076,119.1,92,92,92,20.0
B_config_15_0,config,B,15,0,milp,scip,OPTIMAL,True,92,0.0036,0.0,92,92,92,20.0
B_config_15_0,config,B,15,0,cp,gecode,OPTIMAL,True,92,0.1152,15.02,92,92,92,20.0
B_config_15_0,config,B,15,0,cp,cpsat,OPTIMAL,True,92,0.0063,119.12,92,92,92,20.0
B_setcover_6_0,setcover,B,6,0,omt,z3,OPTIMAL,True,29,0.0338,1.57,29,29,29,20.0
B_setcover_6_0,setcover,B,6,0,omt,optimathsat,OPTIMAL,True,29,0.1188,6.55,29,29,29,20.0
B_setcover_6_0,setcover,B,6,0,milp,cbc,OPTIMAL,True,29,0.0722,126.41,29,29,29,20.0
B_setcover_6_0,setcover,B,6,0,milp,highs,OPTIMAL,True,29,0.0006,119.16,29,29,29,20.0
B_setcover_6_0,setcover,B,6,0,milp,scip,OPTIMAL,True,29,0.0019,0.0,29,29,29,20.0
B_setcover_6_0,setcover,B,6,0,cp,gecode,OPTIMAL,True,29,0.1156,15.01,29,29,29,20.0
B_setcover_6_0,setcover,B,6,0,cp,cpsat,OPTIMAL,True,29,0.0006,119.18,29,29,29,20.0
B_setcover_10_0,setcover,B,10,0,omt,z3,OPTIMAL,True,42,0.0331,0.92,42,42,42,20.0
B_setcover_10_0,setcover,B,10,0,omt,optimathsat,OPTIMAL,True,42,0.1196,6.55,42,42,42,20.0
B_setcover_10_0,setcover,B,10,0,milp,cbc,OPTIMAL,True,42,0.0791,125.9,42,42,42,20.0
B_setcover_10_0,setcover,B,10,0,milp,highs,OPTIMAL,True,42,0.0011,119.18,42,42,42,20.0
B_setcover_10_0,setcover,B,10,0,milp,scip,OPTIMAL,True,42,0.002,0.0,42,42,42,20.0
B_setcover_10_0,setcover,B,10,0,cp,gecode,OPTIMAL,True,42,0.1156,14.85,42,42,42,20.0
B_setcover_10_0,setcover,B,10,0,cp,cpsat,OPTIMAL,True,42,0.0008,119.18,42,42,42,20.0
C_bvcover_8_0,bvcover,C,8,0,omt,z3,OPTIMAL,True,6,0.0332,1.14,6,6,6,20.0
C_bvcover_8_0,bvcover,C,8,0,omt,optimathsat,OPTIMAL,True,6,0.1191,6.36,6,6,6,20.0
C_bvcover_12_0,bvcover,C,12,0,omt,z3,OPTIMAL,True,46,0.0329,1.4,46,46,46,20.0
C_bvcover_12_0,bvcover,C,12,0,omt,optimathsat,OPTIMAL,True,46,0.1184,6.3,46,46,46,20.0
